time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_m_pop_4	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.581	1100.000	6550.62	nan	nan	4.5	1100	1100	nan	1015.97	809.135	6550.62	4421.69	0	0	0.0154321	0.984568	0.211248	0.488683	0.290809	0.00925926	1	0	0
0.582	1100.000	5849.95	nan	nan	4.5	1100	1100	nan	1015.94	809.135	5849.95	4421.77	0	0	0.0113169	0.988683	0.213992	0.489026	0.288409	0.00857339	1	0	0
0.583	1100.000	5241.21	nan	nan	4.5	1100	1100	nan	1015.92	809.131	5241.21	4421.95	0	0	0.0195473	0.980453	0.219479	0.489026	0.287037	0.00445816	1	0	0
0.584	1100.000	6785.87	nan	nan	4.5	1100	1100	nan	1015.96	809.15	6785.87	4421.27	0	0	0.0123457	0.987654	0.216735	0.498628	0.276406	0.00823045	1	0	0
0.585	1100.000	7381.84	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7381.84	4421.09	0	0	0.0205761	0.979424	0.22085	0.495542	0.276063	0.00754458	1	0	0
0.586	1100.000	7748.42	nan	nan	4.5	1100	1100	nan	1016	809.16	7748.42	4420.89	0	0	0.0164609	0.983539	0.229767	0.484911	0.277435	0.00788752	1	0	0
0.587	1100.000	7604.98	nan	nan	4.5	1100	1100	nan	1015.99	809.159	7604.98	4420.93	0	0	0.0174897	0.98251	0.219479	0.494513	0.277092	0.00891632	1	0	0
0.588	1100.000	7525.9	nan	nan	4.5	1100	1100	nan	1015.99	809.159	7525.9	4420.94	0	0	0.0102881	0.989712	0.22428	0.489369	0.277778	0.00857339	1	0	0
0.589	1100.000	6404.78	nan	nan	4.5	1100	1100	nan	1015.96	809.143	6404.78	4421.49	0	0	0.0174897	0.98251	0.220165	0.487654	0.286008	0.00617284	1	0	0
0.59	1100.000	6779.51	nan	nan	4.5	1100	1100	nan	1015.97	809.147	6779.51	4421.35	0	0	0.0154321	0.984568	0.229767	0.479767	0.282922	0.00754458	1	0	0
0.591	1100.000	7682.61	nan	nan	4.5	1100	1100	nan	1016	809.154	7682.61	4421.04	0	0	0.0102881	0.989712	0.222222	0.495542	0.27332	0.00891632	1	0	0
0.592	1100.000	7168.9	nan	nan	4.5	1100	1100	nan	1015.97	809.159	7168.9	4420.98	0	0	0.0236626	0.976337	0.223594	0.49417	0.273663	0.00857339	1	0	0
0.593	1100.000	7331.02	nan	nan	4.5	1100	1100	nan	1015.98	809.159	7331.02	4420.98	0	0	0.0133745	0.986626	0.229081	0.489712	0.271948	0.00925926	1	0	0
0.594	1100.000	7137.2	nan	nan	4.5	1100	1100	nan	1015.97	809.158	7137.2	4421.01	0	0	0.0154321	0.984568	0.238683	0.472565	0.280521	0.00823045	1	0	0
0.595	1100.000	7691.08	nan	nan	4.5	1100	1100	nan	1015.98	809.168	7691.08	4420.68	0	0	0.0226337	0.977366	0.228395	0.484568	0.277435	0.00960219	1	0	0
0.596	1100.000	7565.95	nan	nan	4.5	1100	1100	nan	1015.96	809.183	7565.95	4420.33	0	0	0.0164609	0.983539	0.230453	0.482167	0.27915	0.00823045	1	0	0
0.597	1100.000	8292.62	nan	nan	4.5	1100	1100	nan	1015.99	809.182	8292.62	4420.24	0	0	0.0123457	0.987654	0.222908	0.482167	0.285322	0.00960219	1	0	0
0.598	1100.000	7358.52	nan	nan	4.5	1100	1100	nan	1015.97	809.166	7358.52	4420.77	0	0	0.0113169	0.988683	0.208505	0.501715	0.283265	0.00651578	1	0	0
0.599	1100.000	7350.76	nan	nan	4.5	1100	1100	nan	1015.98	809.161	7350.76	4420.92	0	0	0.0185185	0.981481	0.209191	0.497257	0.283608	0.00994513	1	0	0
0.6	1100.000	7347.71	nan	nan	4.5	1100	1100	nan	1015.99	809.15	7347.71	4421.19	0	0	0.0113169	0.988683	0.207133	0.502058	0.280178	0.010631	1	0	0
0.601	1100.000	6196.28	nan	nan	4.5	1100	1100	nan	1015.95	809.139	6196.28	4421.62	0	0	0.0257202	0.97428	0.205075	0.503772	0.28738	0.00377229	1	0	0
0.602	1100.000	7611.19	nan	nan	4.5	1100	1100	nan	1015.98	809.17	7611.19	4420.65	0	0	0.0144033	0.985597	0.206447	0.504801	0.280864	0.00788752	1	0	0
0.603	1100.000	8688.34	nan	nan	4.5	1100	1100	nan	1016.02	809.176	8688.34	4420.36	0	0	0.0164609	0.983539	0.206447	0.5	0.281207	0.0123457	1	0	0
0.604	1100.000	7603.88	nan	nan	4.5	1100	1100	nan	1015.99	809.162	7603.88	4420.86	0	0	0.0102881	0.989712	0.196845	0.498285	0.297325	0.00754458	1	0	0
0.605	1100.000	7408.77	nan	nan	4.5	1100	1100	nan	1015.99	809.149	7408.77	4421.2	0	0	0.0144033	0.985597	0.197531	0.498628	0.294582	0.00925926	1	0	0
0.606	1100.000	7657.79	nan	nan	4.5	1100	1100	nan	1015.99	809.163	7657.79	4420.81	0	0	0.0174897	0.98251	0.211934	0.495542	0.282579	0.00994513	1	0	0
0.607	1100.000	7833.98	nan	nan	4.5	1100	1100	nan	1016.01	809.156	7833.98	4420.98	0	0	0.0154321	0.984568	0.199588	0.509602	0.28155	0.00925926	1	0	0
0.608	1100.000	7861.43	nan	nan	4.5	1100	1100	nan	1016	809.164	7861.43	4420.76	0	0	0.0113169	0.988683	0.198903	0.509259	0.28155	0.0102881	1	0	0
0.609	1100.000	7645.05	nan	nan	4.5	1100	1100	nan	1016	809.156	7645.05	4421	0	0	0.0144033	0.985597	0.203704	0.504115	0.284294	0.00788752	1	0	0
0.61	1100.000	7388.49	nan	nan	4.5	1100	1100	nan	1015.98	809.161	7388.49	4420.92	0	0	0.0185185	0.981481	0.211934	0.486283	0.296296	0.00548697	1	0	0
0.611	1100.000	7498.48	nan	nan	4.5	1100	1100	nan	1015.98	809.162	7498.48	4420.86	0	0	0.0236626	0.976337	0.222908	0.478395	0.291838	0.00685871	1	0	0
0.612	1100.000	7993.56	nan	nan	4.5	1100	1100	nan	1016	809.166	7993.56	4420.7	0	0	0.0133745	0.986626	0.217421	0.496914	0.275034	0.010631	1	0	0
0.613	1100.000	7204.96	nan	nan	4.5	1100	1100	nan	1015.99	809.142	7204.96	4421.42	0	0	0.0195473	0.980453	0.220165	0.489026	0.282922	0.00788752	1	0	0
0.614	1100.000	7131.03	nan	nan	4.5	1100	1100	nan	1015.99	809.144	7131.03	4421.36	0	0	0.0102881	0.989712	0.227023	0.468107	0.298011	0.00685871	1	0	0
0.615	1100.000	7066.6	nan	nan	4.5	1100	1100	nan	1015.98	809.148	7066.6	4421.28	0	0	0.0133745	0.986626	0.23594	0.463649	0.292524	0.00788752	1	0	0
0.616	1100.000	7852.44	nan	nan	4.5	1100	1100	nan	1016	809.161	7852.44	4420.83	0	0	0.0174897	0.98251	0.235254	0.471536	0.283951	0.00925926	1	0	0
0.617	1100.000	7026.67	nan	nan	4.5	1100	1100	nan	1015.98	809.145	7026.67	4421.35	0	0	0.0174897	0.98251	0.227023	0.478052	0.285322	0.00960219	1	0	0
0.618	1100.000	7296.27	nan	nan	4.5	1100	1100	nan	1016	809.141	7296.27	4421.43	0	0	0.0154321	0.984568	0.231824	0.487311	0.272291	0.00857339	1	0	0
0.619	1100.000	7699.98	nan	nan	4.5	1100	1100	nan	1016.01	809.145	7699.98	4421.27	0	0	0.0164609	0.983539	0.233196	0.478738	0.278464	0.00960219	1	0	0
0.62	1100.000	7481.88	nan	nan	4.5	1100	1100	nan	1015.99	809.153	7481.88	4421.11	0	0	0.00925926	0.990741	0.229767	0.481481	0.28155	0.00720165	1	0	0
0.621	1100.000	7900.67	nan	nan	4.5	1100	1100	nan	1015.99	809.173	7900.67	4420.54	0	0	0.0123457	0.987654	0.225652	0.483196	0.284294	0.00685871	1	0	0
0.622	1100.000	7620.24	nan	nan	4.5	1100	1100	nan	1015.98	809.166	7620.24	4420.76	0	0	0.0133745	0.986626	0.210562	0.489369	0.291152	0.00891632	1	0	0
0.623	1100.000	6699.99	nan	nan	4.5	1100	1100	nan	1015.95	809.159	6699.99	4421.05	0	0	0.0174897	0.98251	0.214678	0.48011	0.298697	0.00651578	1	0	0
0.624	1100.000	7355.93	nan	nan	4.5	1100	1100	nan	1015.97	809.167	7355.93	4420.76	0	0	0.0164609	0.983539	0.205075	0.49417	0.291152	0.00960219	1	0	0
0.625	1100.000	7086.8	nan	nan	4.5	1100	1100	nan	1015.98	809.145	7086.8	4421.34	0	0	0.00823045	0.99177	0.205761	0.509945	0.277092	0.00720165	1	0	0
0.626	1100.000	7109.75	nan	nan	4.5	1100	1100	nan	1015.96	809.164	7109.75	4420.87	0	0	0.0144033	0.985597	0.216735	0.494513	0.283265	0.00548697	1	0	0
0.627	1100.000	8135.98	nan	nan	4.5	1100	1100	nan	1016	809.171	8135.98	4420.56	0	0	0.0185185	0.981481	0.213306	0.497599	0.281207	0.00788752	1	0	0
0.628	1100.000	7169.35	nan	nan	4.5	1100	1100	nan	1015.98	809.155	7169.35	4421.08	0	0	0.0174897	0.98251	0.214678	0.490398	0.287037	0.00788752	1	0	0
0.629	1100.000	6234.58	nan	nan	4.5	1100	1100	nan	1015.96	809.137	6234.58	4421.67	0	0	0.0205761	0.979424	0.214678	0.487654	0.292181	0.00548697	1	0	0
0.63	1100.000	7281.46	nan	nan	4.5	1100	1100	nan	1015.98	809.153	7281.46	4421.12	0	0	0.0174897	0.98251	0.217421	0.483539	0.290123	0.00891632	1	0	0
0.631	1100.000	6689.69	nan	nan	4.5	1100	1100	nan	1015.98	809.131	6689.69	4421.76	0	0	0.0133745	0.986626	0.211248	0.487997	0.292524	0.00823045	1	0	0
0.632	1100.000	8961.95	nan	nan	4.5	1100	1100	nan	1016.04	809.173	8961.95	4420.4	0	0	0.0113169	0.988683	0.210562	0.49177	0.286008	0.0116598	1	0	0
0.633	1100.000	7146.59	nan	nan	4.5	1100	1100	nan	1015.98	809.149	7146.59	4421.23	0	0	0.0123457	0.987654	0.20096	0.507545	0.283951	0.00754458	1	0	0
0.634	1100.000	6581.2	nan	nan	4.5	1100	1100	nan	1015.96	809.142	6581.2	4421.5	0	0	0.0195473	0.980453	0.210562	0.492112	0.290466	0.00685871	1	0	0
0.635	1100.000	6728.3	nan	nan	4.5	1100	1100	nan	1015.97	809.147	6728.3	4421.34	0	0	0.0102881	0.989712	0.219479	0.486968	0.285665	0.00788752	1	0	0
0.636	1100.000	7598.18	nan	nan	4.5	1100	1100	nan	1016	809.154	7598.18	4421.06	0	0	0.00925926	0.990741	0.211934	0.500686	0.277435	0.00994513	1	0	0
0.637	1100.000	7935.93	nan	nan	4.5	1100	1100	nan	1016	809.161	7935.93	4420.83	0	0	0.0205761	0.979424	0.213992	0.498285	0.276749	0.0109739	1	0	0
0.638	1100.000	7529.11	nan	nan	4.5	1100	1100	nan	1015.97	809.169	7529.11	4420.68	0	0	0.0174897	0.98251	0.224966	0.490741	0.27572	0.00857339	1	0	0
0.639	1100.000	7669.03	nan	nan	4.5	1100	1100	nan	1015.97	809.174	7669.03	4420.53	0	0	0.0185185	0.981481	0.213992	0.506516	0.271605	0.00788752	1	0	0
0.64	1100.000	7428.45	nan	nan	4.5	1100	1100	nan	1015.97	809.171	7428.45	4420.64	0	0	0.0205761	0.979424	0.209191	0.503429	0.278464	0.00891632	1	0	0
0.641	1100.000	7447.12	nan	nan	4.5	1100	1100	nan	1015.98	809.164	7447.12	4420.81	0	0	0.0102881	0.989712	0.214678	0.49177	0.283951	0.00960219	1	0	0
0.642	1100.000	7785.43	nan	nan	4.5	1100	1100	nan	1015.99	809.169	7785.43	4420.65	0	0	0.0164609	0.983539	0.207819	0.503429	0.280521	0.00823045	1	0	0
0.643	1100.000	8696.41	nan	nan	4.5	1100	1100	nan	1016.03	809.169	8696.41	4420.52	0	0	0.0133745	0.986626	0.203704	0.497599	0.290123	0.00857339	1	0	0
0.644	1100.000	9079.86	nan	nan	4.5	1100	1100	nan	1016.04	809.178	9079.86	4420.26	0	0	0.0216049	0.978395	0.206447	0.497942	0.287037	0.00857339	1	0	0
0.645	1100.000	8820.85	nan	nan	4.5	1100	1100	nan	1016.03	809.177	8820.85	4420.31	0	0	0.0174897	0.98251	0.203018	0.505487	0.283608	0.00788752	1	0	0
0.646	1100.000	7822.62	nan	nan	4.5	1100	1100	nan	1016	809.159	7822.62	4420.89	0	0	0.0133745	0.986626	0.206447	0.498285	0.287723	0.00754458	1	0	0
0.647	1100.000	8540.57	nan	nan	4.5	1100	1100	nan	1016.03	809.167	8540.57	4420.61	0	0	0.0174897	0.98251	0.210562	0.496571	0.284636	0.00823045	1	0	0
0.648	1100.000	7066.41	nan	nan	4.5	1100	1100	nan	1015.98	809.149	7066.41	4421.25	0	0	0.0123457	0.987654	0.206447	0.501372	0.284979	0.00720165	1	0	0
0.649	1100.000	8723.83	nan	nan	4.5	1100	1100	nan	1016.03	809.17	8723.83	4420.49	0	0	0.0174897	0.98251	0.205075	0.495885	0.287723	0.0113169	1	0	0
0.65	1100.000	6744.56	nan	nan	4.5	1100	1100	nan	1015.97	809.148	6744.56	4421.33	0	0	0.0133745	0.986626	0.209191	0.505487	0.277778	0.00754458	1	0	0
0.651	1100.000	7095.14	nan	nan	4.5	1100	1100	nan	1015.97	809.154	7095.14	4421.11	0	0	0.00925926	0.990741	0.210562	0.494856	0.288066	0.00651578	1	0	0
0.652	1100.000	6017.79	nan	nan	4.5	1100	1100	nan	1015.95	809.133	6017.79	4421.81	0	0	0.0164609	0.983539	0.206447	0.493484	0.294239	0.0058299	1	0	0
0.653	1100.000	7601.09	nan	nan	4.5	1100	1100	nan	1016	809.149	7601.09	4421.19	0	0	0.0195473	0.980453	0.215364	0.485254	0.292867	0.00651578	1	0	0
0.654	1100.000	7785.24	nan	nan	4.5	1100	1100	nan	1016	809.159	7785.24	4420.92	0	0	0.0144033	0.985597	0.219479	0.487654	0.282579	0.0102881	1	0	0
0.655	1100.000	8255.95	nan	nan	4.5	1100	1100	nan	1016.03	809.151	8255.95	4421.03	0	0	0.00617284	0.993827	0.227023	0.483882	0.279835	0.00925926	1	0	0
0.656	1100.000	8031.85	nan	nan	4.5	1100	1100	nan	1016	809.165	8031.85	4420.71	0	0	0.0123457	0.987654	0.230453	0.481481	0.280178	0.00788752	1	0	0
0.657	1100.000	7543.99	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7543.99	4421.06	0	0	0.0164609	0.983539	0.227023	0.485254	0.27915	0.00857339	1	0	0
0.658	1100.000	7381.64	nan	nan	4.5	1100	1100	nan	1015.99	809.153	7381.64	4421.11	0	0	0.0154321	0.984568	0.225652	0.485597	0.281207	0.00754458	1	0	0
0.659	1100.000	7382.3	nan	nan	4.5	1100	1100	nan	1015.98	809.161	7382.3	4420.91	0	0	0.0113169	0.988683	0.219479	0.483882	0.288066	0.00857339	1	0	0
0.66	1100.000	7649.86	nan	nan	4.5	1100	1100	nan	1015.99	809.165	7649.86	4420.77	0	0	0.0154321	0.984568	0.218107	0.49177	0.284294	0.0058299	1	0	0
0.661	1100.000	8209.65	nan	nan	4.5	1100	1100	nan	1016.01	809.169	8209.65	4420.6	0	0	0.0195473	0.980453	0.216735	0.48834	0.286694	0.00823045	1	0	0
0.662	1100.000	8153.53	nan	nan	4.5	1100	1100	nan	1016.01	809.161	8153.53	4420.81	0	0	0.0123457	0.987654	0.207819	0.5	0.284979	0.00720165	1	0	0
0.663	1100.000	7374.51	nan	nan	4.5	1100	1100	nan	1015.99	809.154	7374.51	4421.07	0	0	0.0133745	0.986626	0.207819	0.489369	0.296639	0.00617284	1	0	0
0.664	1100.000	6562.81	nan	nan	4.5	1100	1100	nan	1015.96	809.149	6562.81	4421.33	0	0	0.00925926	0.990741	0.207133	0.500686	0.284294	0.00788752	1	0	0
0.665	1100.000	6501.59	nan	nan	4.5	1100	1100	nan	1015.96	809.145	6501.59	4421.42	0	0	0.0174897	0.98251	0.201646	0.511317	0.278807	0.00823045	1	0	0
0.666	1100.000	7563.76	nan	nan	4.5	1100	1100	nan	1015.98	809.163	7563.76	4420.84	0	0	0.0185185	0.981481	0.205075	0.496571	0.287037	0.0113169	1	0	0
0.667	1100.000	7381.03	nan	nan	4.5	1100	1100	nan	1015.99	809.155	7381.03	4421.06	0	0	0.0154321	0.984568	0.20439	0.497257	0.290809	0.00754458	1	0	0
0.668	1100.000	8450.23	nan	nan	4.5	1100	1100	nan	1016.02	809.166	8450.23	4420.65	0	0	0.0164609	0.983539	0.200274	0.505487	0.281893	0.0123457	1	0	0
0.669	1100.000	8438.32	nan	nan	4.5	1100	1100	nan	1016.01	809.174	8438.32	4420.42	0	0	0.0144033	0.985597	0.216049	0.49177	0.285322	0.00685871	1	0	0
0.67	1100.000	8089.24	nan	nan	4.5	1100	1100	nan	1016.01	809.165	8089.24	4420.71	0	0	0.0236626	0.976337	0.207819	0.498285	0.287723	0.00617284	1	0	0
0.671	1100.000	7434.58	nan	nan	4.5	1100	1100	nan	1015.99	809.151	7434.58	4421.16	0	0	0.0154321	0.984568	0.209191	0.495885	0.288409	0.00651578	1	0	0
0.672	1100.000	8107.46	nan	nan	4.5	1100	1100	nan	1016.01	809.16	8107.46	4420.84	0	0	0.0164609	0.983539	0.208505	0.498628	0.28155	0.0113169	1	0	0
0.673	1100.000	7970.46	nan	nan	4.5	1100	1100	nan	1016.03	809.145	7970.46	4421.24	0	0	0.0144033	0.985597	0.218107	0.48594	0.289095	0.00685871	1	0	0
0.674	1100.000	7901.76	nan	nan	4.5	1100	1100	nan	1016	809.162	7901.76	4420.8	0	0	0.0123457	0.987654	0.22085	0.483882	0.288409	0.00685871	1	0	0
0.675	1100.000	6908.12	nan	nan	4.5	1100	1100	nan	1015.98	809.146	6908.12	4421.36	0	0	0.0123457	0.987654	0.223594	0.479424	0.291152	0.0058299	1	0	0
0.676	1100.000	8042.82	nan	nan	4.5	1100	1100	nan	1016.01	809.162	8042.82	4420.79	0	0	0.0164609	0.983539	0.230453	0.466392	0.292867	0.0102881	1	0	0
0.677	1100.000	8753.96	nan	nan	4.5	1100	1100	nan	1016.02	809.182	8753.96	4420.18	0	0	0.0144033	0.985597	0.229081	0.467764	0.291495	0.0116598	1	0	0
0.678	1100.000	7977.18	nan	nan	4.5	1100	1100	nan	1016.01	809.159	7977.18	4420.87	0	0	0.0133745	0.986626	0.219479	0.479767	0.293896	0.00685871	1	0	0
0.679	1100.000	7902.04	nan	nan	4.5	1100	1100	nan	1015.99	809.168	7902.04	4420.67	0	0	0.00925926	0.990741	0.210562	0.5	0.281893	0.00754458	1	0	0
0.68	1100.000	8058.49	nan	nan	4.5	1100	1100	nan	1016.01	809.164	8058.49	4420.74	0	0	0.0154321	0.984568	0.21262	0.48594	0.291838	0.00960219	1	0	0
0.681	1100.000	7846.98	nan	nan	4.5	1100	1100	nan	1016	809.158	7846.98	4420.92	0	0	0.0185185	0.981481	0.213992	0.481139	0.296296	0.00857339	1	0	0
0.682	1100.000	7930.45	nan	nan	4.5	1100	1100	nan	1016.01	809.158	7930.45	4420.9	0	0	0.00925926	0.990741	0.216735	0.485254	0.287037	0.0109739	1	0	0
0.683	1100.000	7494.9	nan	nan	4.5	1100	1100	nan	1015.99	809.158	7494.9	4420.97	0	0	0.0205761	0.979424	0.227023	0.485254	0.27915	0.00857339	1	0	0
0.684	1100.000	7873.25	nan	nan	4.5	1100	1100	nan	1016.02	809.15	7873.25	4421.12	0	0	0.0164609	0.983539	0.220165	0.491084	0.280521	0.00823045	1	0	0
0.685	1100.000	7551.32	nan	nan	4.5	1100	1100	nan	1015.98	809.17	7551.32	4420.66	0	0	0.00823045	0.99177	0.215364	0.484911	0.290809	0.00891632	1	0	0
0.686	1100.000	6949.14	nan	nan	4.5	1100	1100	nan	1015.95	809.167	6949.14	4420.82	0	0	0.0246914	0.975309	0.207133	0.490398	0.29321	0.00925926	1	0	0
0.687	1100.000	6707.32	nan	nan	4.5	1100	1100	nan	1015.95	809.159	6707.32	4421.05	0	0	0.0154321	0.984568	0.203704	0.498628	0.290123	0.00754458	1	0	0
0.688	1100.000	7323.46	nan	nan	4.5	1100	1100	nan	1015.98	809.161	7323.46	4420.92	0	0	0.0123457	0.987654	0.211248	0.496228	0.283608	0.00891632	1	0	0
0.689	1100.000	7367.41	nan	nan	4.5	1100	1100	nan	1015.99	809.151	7367.41	4421.16	0	0	0.0164609	0.983539	0.206447	0.49177	0.294582	0.00720165	1	0	0
0.69	1100.000	7118.17	nan	nan	4.5	1100	1100	nan	1015.98	809.148	7118.17	4421.27	0	0	0.0185185	0.981481	0.197531	0.497942	0.294582	0.00994513	1	0	0
0.691	1100.000	7302.87	nan	nan	4.5	1100	1100	nan	1016	809.142	7302.87	4421.39	0	0	0.0113169	0.988683	0.198217	0.503086	0.288409	0.0102881	1	0	0
0.692	1100.000	6100.87	nan	nan	4.5	1100	1100	nan	1015.95	809.133	6100.87	4421.78	0	0	0.0174897	0.98251	0.201646	0.497599	0.291495	0.00925926	1	0	0
0.693	1100.000	8384.75	nan	nan	4.5	1100	1100	nan	1016.01	809.172	8384.75	4420.48	0	0	0.0154321	0.984568	0.201646	0.503772	0.283608	0.0109739	1	0	0
0.694	1100.000	7715.71	nan	nan	4.5	1100	1100	nan	1016	809.158	7715.71	4420.93	0	0	0.0133745	0.986626	0.193416	0.507545	0.289781	0.00925926	1	0	0
0.695	1100.000	7455.39	nan	nan	4.5	1100	1100	nan	1015.98	809.165	7455.39	4420.79	0	0	0.0164609	0.983539	0.201646	0.492798	0.298354	0.00720165	1	0	0
0.696	1100.000	7521.36	nan	nan	4.5	1100	1100	nan	1015.99	809.156	7521.36	4421	0	0	0.0144033	0.985597	0.203018	0.496914	0.292181	0.00788752	1	0	0
0.697	1100.000	7858.99	nan	nan	4.5	1100	1100	nan	1016	809.164	7858.99	4420.77	0	0	0.0164609	0.983539	0.196159	0.51406	0.281893	0.00788752	1	0	0
0.698	1100.000	7450.46	nan	nan	4.5	1100	1100	nan	1015.99	809.156	7450.46	4421.02	0	0	0.0154321	0.984568	0.196159	0.508573	0.288409	0.00685871	1	0	0
0.699	1100.000	7503.99	nan	nan	4.5	1100	1100	nan	1015.98	809.165	7503.99	4420.78	0	0	0.0195473	0.980453	0.197531	0.516804	0.281893	0.00377229	1	0	0
0.7	1100.000	8555.85	nan	nan	4.5	1100	1100	nan	1016.01	809.178	8555.85	4420.31	0	0	0.0174897	0.98251	0.196159	0.506859	0.287723	0.00925926	1	0	0
0.701	1100.000	8290.47	nan	nan	4.5	1100	1100	nan	1016	809.176	8290.47	4420.41	0	0	0.0133745	0.986626	0.198217	0.499314	0.29561	0.00685871	1	0	0
0.702	1100.000	9211.65	nan	nan	4.5	1100	1100	nan	1016.02	809.197	9211.65	4419.75	0	0	0.0164609	0.983539	0.205075	0.502743	0.282579	0.00960219	1	0	0
0.703	1100.000	8069.99	nan	nan	4.5	1100	1100	nan	1015.99	809.178	8069.99	4420.37	0	0	0.0123457	0.987654	0.206447	0.489712	0.296639	0.00720165	1	0	0
0.704	1100.000	8001.41	nan	nan	4.5	1100	1100	nan	1016	809.165	8001.41	4420.72	0	0	0.0123457	0.987654	0.202332	0.496571	0.292867	0.00823045	1	0	0
0.705	1100.000	8408.8	nan	nan	4.5	1100	1100	nan	1016.02	809.169	8408.8	4420.58	0	0	0.0123457	0.987654	0.218107	0.487654	0.285322	0.00891632	1	0	0
0.706	1100.000	8565.12	nan	nan	4.5	1100	1100	nan	1016.04	809.156	8565.12	4420.88	0	0	0.0123457	0.987654	0.217421	0.48251	0.291838	0.00823045	1	0	0
0.707	1100.000	9114.13	nan	nan	4.5	1100	1100	nan	1016.04	809.179	9114.13	4420.21	0	0	0.0144033	0.985597	0.209191	0.487997	0.293553	0.00925926	1	0	0
0.708	1100.000	8696.73	nan	nan	4.5	1100	1100	nan	1016.04	809.162	8696.73	4420.7	0	0	0.0185185	0.981481	0.210562	0.487654	0.293896	0.00788752	1	0	0
0.709	1100.000	8229.61	nan	nan	4.5	1100	1100	nan	1016.01	809.171	8229.61	4420.55	0	0	0.0133745	0.986626	0.213306	0.490741	0.286694	0.00925926	1	0	0
0.71	1100.000	9351.52	nan	nan	4.5	1100	1100	nan	1016.05	809.176	9351.52	4420.26	0	0	0.0216049	0.978395	0.213992	0.49417	0.280521	0.0113169	1	0	0
0.711	1100.000	7995.36	nan	nan	4.5	1100	1100	nan	1016.01	809.161	7995.36	4420.82	0	0	0.0144033	0.985597	0.201646	0.514403	0.276063	0.00788752	1	0	0
0.712	1100.000	6659.94	nan	nan	4.5	1100	1100	nan	1015.96	809.147	6659.94	4421.36	0	0	0.0113169	0.988683	0.201646	0.512003	0.280178	0.00617284	1	0	0
0.713	1100.000	6322.55	nan	nan	4.5	1100	1100	nan	1015.94	809.149	6322.55	4421.34	0	0	0.00720165	0.992798	0.211248	0.496228	0.284636	0.00788752	1	0	0
0.714	1100.000	5580.98	nan	nan	4.5	1100	1100	nan	1015.93	809.131	5580.98	4421.9	0	0	0.0246914	0.975309	0.205075	0.495542	0.290809	0.00857339	1	0	0
0.715	1100.000	5828.97	nan	nan	4.5	1100	1100	nan	1015.93	809.139	5828.97	4421.66	0	0	0.0185185	0.981481	0.207819	0.493827	0.289095	0.00925926	1	0	0
0.716	1100.000	7148.78	nan	nan	4.5	1100	1100	nan	1015.97	809.159	7148.78	4420.99	0	0	0.0123457	0.987654	0.208505	0.494856	0.287037	0.00960219	1	0	0
0.717	1100.000	7300.3	nan	nan	4.5	1100	1100	nan	1015.99	809.152	7300.3	4421.14	0	0	0.0195473	0.980453	0.207819	0.497599	0.285665	0.00891632	1	0	0
0.718	1100.000	6399.07	nan	nan	4.5	1100	1100	nan	1015.95	809.148	6399.07	4421.38	0	0	0.0123457	0.987654	0.209191	0.503772	0.280864	0.00617284	1	0	0
0.719	1100.000	5867.62	nan	nan	4.5	1100	1100	nan	1015.95	809.129	5867.62	4421.91	0	0	0.0154321	0.984568	0.203018	0.505144	0.284979	0.00685871	1	0	0
0.72	1100.000	7305.11	nan	nan	4.5	1100	1100	nan	1015.99	809.148	7305.11	4421.24	0	0	0.0174897	0.98251	0.191358	0.516804	0.282922	0.00891632	1	0	0
0.721	1100.000	7258.71	nan	nan	4.5	1100	1100	nan	1015.98	809.154	7258.71	4421.1	0	0	0.0144033	0.985597	0.20096	0.507202	0.282922	0.00891632	1	0	0
0.722	1100.000	7195.15	nan	nan	4.5	1100	1100	nan	1015.97	809.162	7195.15	4420.91	0	0	0.0154321	0.984568	0.196159	0.506516	0.288409	0.00891632	1	0	0
0.723	1100.000	7202.72	nan	nan	4.5	1100	1100	nan	1015.97	809.158	7202.72	4421.01	0	0	0.0154321	0.984568	0.198903	0.500686	0.292867	0.00754458	1	0	0
0.724	1100.000	7254.06	nan	nan	4.5	1100	1100	nan	1015.97	809.161	7254.06	4420.92	0	0	0.0195473	0.980453	0.194787	0.507545	0.289438	0.00823045	1	0	0
0.725	1100.000	6991.93	nan	nan	4.5	1100	1100	nan	1015.96	809.164	6991.93	4420.88	0	0	0.0164609	0.983539	0.198903	0.504458	0.288409	0.00823045	1	0	0
0.726	1100.000	7830.64	nan	nan	4.5	1100	1100	nan	1016	809.163	7830.64	4420.81	0	0	0.0205761	0.979424	0.209877	0.497257	0.280864	0.0120027	1	0	0
0.727	1100.000	7358.18	nan	nan	4.5	1100	1100	nan	1015.99	809.148	7358.18	4421.23	0	0	0.0174897	0.98251	0.207133	0.505144	0.278807	0.00891632	1	0	0
